;product_name;origins;pnns_groups_1;pnns_groups_2;nutriscore_score;categories_tags;image_url;additives_n;energy-kj_100g;calcium_100g;vitamin-d_100g;proteins_100g;sugars_100g;fat_100g;iron_100g;fiber_100g;sodium_100g;saturated-fat_100g;nutriscore lettre
99;Sweet & simple cookies, salted caramel;;Sugary snacks;Biscuits and cakes;29.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;;5.0;1345.2;0.065;;3.23;41.94;22.58;0.00232;0.0;0.371;11.29;E
100;Goldfish;;Sugary snacks;Biscuits and cakes;13.0;en:snacks,en:salty-snacks,en:sweet-snacks,en:appetizers,en:biscuits-and-cakes,en:biscuits,en:crackers;https://images.openfoodfacts.org/images/products/001/410/004/5526/front_en.16.400.jpg;3.0;1165.6;0.133;;8.0;1.0;14.0;0.004;3.3;2.44;3.0;D
101;Milano milano;;Sugary snacks;Biscuits and cakes;21.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;https://images.openfoodfacts.org/images/products/001/410/004/7438/front_en.13.400.jpg;2.0;1214.2;0.071;;7.14;35.71;25.0;0.00386;3.6;0.16328;14.29;E
102;Pepperidge farm cookies dark chocolate chip;;Sugary snacks;Biscuits and cakes;25.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;;2.0;1505.2;0.0;;3.57;32.14;21.43;0.00514;3.6;0.464;14.29;E
103;Pepperidge farm cookies chocolate;;Sugary snacks;Biscuits and cakes;29.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;;2.0;1667.8;0.071;;7.14;42.86;21.43;0.00386;0.0;0.429;14.29;E
104;Cookies, thin and crispy, milk chocolate chip;;Sugary snacks;Biscuits and cakes;30.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;;2.0;1349.2;0.071;;3.57;42.86;21.43;0.00386;0.0;0.482;14.29;E
105;Goldfish Crackers Mix, Cheddar, Zesty Cheddar, Parmesan;;Sugary snacks;Biscuits and cakes;13.0;en:snacks,en:salty-snacks,en:sweet-snacks,en:appetizers,en:biscuits-and-cakes,en:biscuits,en:crackers;https://images.openfoodfacts.org/images/products/001/410/004/9159/front_en.8.400.jpg;3.0;773.2;0.133;;13.33;3.33;15.0;0.00167;3.3;0.8;3.33;D
106;Pepperidge farm crackers cheddar;;Sugary snacks;Biscuits and cakes;14.0;en:snacks,en:salty-snacks,en:sweet-snacks,en:appetizers,en:biscuits-and-cakes,en:biscuits,en:crackers;;3.0;1023.6;0.133;;10.0;0.0;16.67;0.004;3.3;0.833;3.33;D
107;Hearty white bread, hearty white;;Cereals and potatoes;Bread;2.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:white-breads;;2.0;1110.6;0.082;;8.16;8.16;2.04;0.00367;2.0;0.469;0.0;B
108;White sandwich bread;;Cereals and potatoes;Bread;3.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;;2.0;461.2;0.222;;8.89;6.67;5.56;0.0032;2.2;0.511;1.11;C
109;Pumpernickel bread, dark pump;;Cereals and potatoes;Bread;0.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;https://images.openfoodfacts.org/images/products/001/410/007/1198/front_en.3.400.jpg;4.0;838.6;0.062;;9.38;3.12;3.12;0.00338;6.2;0.719;0.0;B
110;Pepperidge farm cookies;;Sugary snacks;Biscuits and cakes;18.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;;5.0;1398.2;0.0;;3.12;31.25;14.06;0.00225;3.1;0.203;7.81;D
111;Bagels, cinnamon raisin;;Cereals and potatoes;Bread;1.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads,en:bagel-breads;https://images.openfoodfacts.org/images/products/001/410/007/4830/front_en.3.400.jpg;3.0;1270.4;0.152;;9.09;14.14;1.01;0.00273;3.0;0.293;0.0;B
112;Goldfish Baked Snack Crackers Cheddar;;Sugary snacks;Biscuits and cakes;14.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;https://images.openfoodfacts.org/images/products/001/410/007/5233/front_en.13.400.jpg;1.0;1023.6;0.071;;10.714285714286;0.0;16.071428571429;0.00129;3.6;0.85714285714284;3.5714285714286;D
113;Chesapeake, Dark Chocolate Pecan Cookies;;Sugary snacks;Biscuits and cakes;21.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;https://images.openfoodfacts.org/images/products/001/410/007/7084/front_en.7.400.jpg;3.0;1407.0;0.038;;7.69;30.77;30.77;0.00308;3.8;0.308;11.54;E
114;Pepperidge farm cookies;;Sugary snacks;Biscuits and cakes;22.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;;3.0;1243.4;0.038;;3.85;34.62;26.92;0.00308;3.8;0.308;13.46;E
115;Bagels;;Cereals and potatoes;Bread;1.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads,en:bagel-breads;https://images.openfoodfacts.org/images/products/001/410/007/7152/front_en.13.400.jpg;2.0;850.4;0.101;;9.09;9.09;1.01;0.00182;2.0;0.34892;0.5;B
116;Pepperidge farm crackers cheddar;;Sugary snacks;Biscuits and cakes;14.0;en:snacks,en:salty-snacks,en:sweet-snacks,en:appetizers,en:biscuits-and-cakes,en:biscuits,en:crackers;https://images.openfoodfacts.org/images/products/001/410/007/8678/front_en.11.400.jpg;4.0;1023.6;0.133;;10.0;0.0;16.67;0.0036;3.3;0.833;3.33;D
117;Santa cruz soft baked oatmeal raisin cookies;;Sugary snacks;Biscuits and cakes;19.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;https://images.openfoodfacts.org/images/products/001/410/007/8845/front_en.17.400.jpg;3.0;1179.0;0.0;;6.45;38.71;12.9;0.00232;3.2;0.32776;6.45;E
118;Brussels cookies dark chocolate;;Sugary snacks;Biscuits and cakes;23.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;https://images.openfoodfacts.org/images/products/001/410/007/9460/front_en.15.400.jpg;2.0;1226.4;0.0;;6.67;36.67;23.33;0.0024;3.3;0.22012;13.33;E
119;Pepperidge farm crackers cheddar;;Sugary snacks;Biscuits and cakes;13.0;en:snacks,en:salty-snacks,en:sweet-snacks,en:appetizers,en:biscuits-and-cakes,en:biscuits,en:crackers;;6.0;1111.8;0.067;;10.0;3.33;16.67;0.0036;3.3;0.8;3.33;D
120;Pepperidge farm cookies;;Sugary snacks;Biscuits and cakes;22.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits;https://images.openfoodfacts.org/images/products/001/410/008/2033/front_en.15.400.jpg;4.0;1132.2;0.0;;3.23;38.71;16.13;0.00348;3.2;0.306;9.68;E
121;12 grain bread, 12 grain;;Cereals and potatoes;Bread;-2.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;;3.0;1042.6;0.082;;10.2;8.16;5.1;0.0022;6.1;0.449;1.02;A
122;Pepperidge farm crackers cheese;;Sugary snacks;Biscuits and cakes;15.0;en:snacks,en:salty-snacks,en:sweet-snacks,en:appetizers,en:biscuits-and-cakes,en:biscuits,en:crackers;https://images.openfoodfacts.org/images/products/001/410/008/5461/front_en.19.400.jpg;1.0;1023.6;0.067;;10.0;0.0;16.67;0.0036;3.3;0.933;3.33;D
123;Goldfish Snack Crackers, cheddar;;Sugary snacks;Biscuits and cakes;14.0;en:snacks,en:salty-snacks,en:sweet-snacks,en:appetizers,en:biscuits-and-cakes,en:biscuits,en:crackers;https://images.openfoodfacts.org/images/products/001/410/008/5478/front_en.36.400.jpg;3.0;1023.6;0.133;;10.0;0.0;16.67;0.0036;3.3;0.833;3.33;D
124;Goldfish Baked Snack Crackers, extra cheddar;;Sugary snacks;Biscuits and cakes;14.0;en:snacks,en:salty-snacks,en:sweet-snacks,en:appetizers,en:biscuits-and-cakes,en:biscuits,en:crackers;https://images.openfoodfacts.org/images/products/001/410/008/5485/front_en.12.400.jpg;7.0;958.4;0.133;;13.33;0.0;16.67;0.00433;3.3;0.9;3.33;D
125;Pepperidge farm crackers;;Sugary snacks;Biscuits and cakes;12.0;en:snacks,en:salty-snacks,en:sweet-snacks,en:appetizers,en:biscuits-and-cakes,en:biscuits,en:crackers;https://images.openfoodfacts.org/images/products/001/410/008/5508/front_en.12.400.jpg;2.0;1590.4;0.067;;10.0;3.33;20.0;0.0024;3.3;0.767;1.67;D
126;Goldfish Crackers, pretzel;;Sugary snacks;Biscuits and cakes;13.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;https://images.openfoodfacts.org/images/products/001/410/008/5621/front_en.14.400.jpg;3.0;754.0;0.0;;10.0;3.33;8.33;0.0048;3.3;1.433;1.67;D
127;Whole grain bread, whole grain;;Cereals and potatoes;Bread;-4.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;https://images.openfoodfacts.org/images/products/001/410/008/5980/front_en.6.400.jpg;2.0;1101.4;0.082;;12.24;6.12;5.1;0.0022;6.1;0.265;1.02;A
128;Whole grain wheat bread;;Cereals and potatoes;Bread;-4.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;;2.0;1042.6;0.082;;12.24;8.16;4.08;0.00367;6.1;0.245;1.02;A
129;Cheddar baked snack crackers, cheddar;;Salty snacks;Appetizers;14.0;en:snacks,en:salty-snacks,en:appetizers,en:crackers;;4.0;1023.6;0.133;;10.0;0.0;16.67;0.0036;3.3;0.833;3.33;D
130;Chocolate hazelnut pirouettes;;Sugary snacks;Biscuits and cakes;22.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;https://images.openfoodfacts.org/images/products/001/410/008/7830/front_en.18.400.jpg;5.0;1134.2;0.0;;4.0;40.0;16.0;0.00288;0.0;0.24384;8.0;E
131;Whole grain oatmeal bread, oatmeal;;Cereals and potatoes;Bread;-3.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;;2.0;1042.6;0.082;;12.24;8.16;3.06;0.00294;6.1;0.276;1.02;A
132;Montauk soft baked milk chocolate cookies;;Sugary snacks;Biscuits and cakes;25.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:cakes;https://images.openfoodfacts.org/images/products/001/410/008/9001/front_en.14.400.jpg;4.0;1330.4;0.065;;3.23;38.71;19.35;0.00232;0.0;0.2786;9.68;E
133;Pepperidge farm cookies;;Sugary snacks;Biscuits and cakes;18.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;;3.0;1494.6;0.0;;6.67;26.67;33.33;0.0036;6.7;0.133;20.0;D
134;Pepperidge farm cookies smores;E.U.A;Sugary snacks;Biscuits and cakes;12.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;;5.0;574.5;0.0;;6.67;33.33;15.0;0.0036;3.3;0.417;3.33;D
135;Milano Milk Chocolate Cookies;;Sugary snacks;Biscuits and cakes;22.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits;https://images.openfoodfacts.org/images/products/001/410/009/9970/front_en.17.400.jpg;2.0;1559.6;0.03;;6.06;33.33;27.27;0.00424;3.0;0.182;12.12;E
136;Goldfish Cheddar;;Milk and dairy products;Cheese;6.0;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;https://images.openfoodfacts.org/images/products/001/410/018/1675/front_en.28.400.jpg;4.0;773.2;0.1;;10.0;0.0;15.0;0.0054;5.0;0.864;2.5;C
137;Natural Raw Almonds;Estados Unidos;Salty snacks;Nuts;-5.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:nuts-and-their-products,en:nuts,en:almonds;;0.0;2091.2;0.267;;20.0;3.33;50.0;0.0036;13.3;0.0;3.33;A
138;Roasted & salted shelled pistachios;;unknown;unknown;12.0;en:snacks;https://images.openfoodfacts.org/images/products/001/411/373/4066/front_en.23.400.jpg;0.0;1338.2;0.107;;21.428571428571;7.1428571428571;46.428571428571;0.00393;10.7;0.48214285714284;5.3571428571429;D
139;Pistachios;;Salty snacks;Nuts;-2.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:nuts-and-their-products,en:nuts,en:pistachios;https://images.openfoodfacts.org/images/products/001/411/391/2570/front_en.4.400.jpg;0.0;1338.2;0.133;;20.0;6.67;46.67;0.0036;10.0;0.233;5.0;A
140;Pistachios;;Salty snacks;Nuts;3.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:pistachios;https://images.openfoodfacts.org/images/products/001/411/391/3447/front_en.4.400.jpg;0.0;1318.25;0.057;;21.4;7.8;46.0;0.00206;5.7;0.52;5.6;C
141;Applesauce;;Fruits and vegetables;Fruits;0.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:desserts,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:compotes;;0.0;412.5;0.0;;0.0;21.09;0.0;0.0;0.8;0.0;0.0;B
142;Mott's Granny Smith Unsweetened applesauce;;unknown;unknown;4.0;en:snacks;https://images.openfoodfacts.org/images/products/001/480/021/0897/front_en.8.400.jpg;0.0;191.712;0.0;;0.0;9.91;0.0;0.0;0.9;0.0;0.0;C
143;Tomato cocktail;;Beverages;Sweetened beverages;11.0;en:beverages;;3.0;91.6;0.0;;0.42;4.58;0.0;0.0;0.0;0.333;0.0;D
144;Amandino Blanches;Sicile,Italie;unknown;unknown;4.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:nuts-and-their-products,en:plant-based-spreads,en:oilseed-purees,en:nut-butters,en:almond-butters,en:white-almond-purees,en:whole-almond-purees;https://images.openfoodfacts.org/images/products/00149228/front_fr.5.400.jpg;0.0;2118.4;0.242;;22.2;5.259999980926519;55.4;0.003101;4.8;0.014732;5.0;C
145;Creamette, enriched medium egg noodles;;Cereals and potatoes;Cereals;-4.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:noodles;;0.0;1082.0;0.0;;14.29;3.57;4.46;0.00321;3.6;0.009;0.89;A
146;Squeeze a little chili pesto;;Fat and sauces;Dressings and sauces;6.0;en:groceries,en:sauces;https://images.openfoodfacts.org/images/products/001/522/941/1247/front_en.4.400.jpg;3.0;120.0;0.033;;1.67;5.0;10.0;0.0006;1.7;0.517;1.67;C
147;Pasta Roni Garlic & Olive Oil Vermicelli 4.6 Ounce Paper Box;;Cereals and potatoes;Cereals;11.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:meals,en:pasta-dishes,en:pastas;;4.0;693.6;0.033;;12.53;2.15;3.51;0.00405;2.9;1.143;0.88;D
148;Walkerswood, traditional jamaican jerk seasoning, mild;;unknown;unknown;11.0;en:groceries,en:condiments,en:seasonings;https://images.openfoodfacts.org/images/products/001/541/434/1205/front_en.4.400.jpg;1.0;108.8;0.0;;0.0;5.88;0.0;0.000118;0.0;1.235;0.0;D
149;Raisins;;Fruits and vegetables;Dried fruits;3.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:dried-products,en:dried-plant-based-foods,en:dried-fruits,en:raisins;https://images.openfoodfacts.org/images/products/00155038/front_en.5.400.jpg;0.0;152.1;0.05;;2.5;72.5;0.0;0.0027;5.0;0.0254;0.0;C
150;Hot cocoa mix;United States;Beverages;Sweetened beverages;16.0;en:beverages,en:dried-products,en:dried-products-to-be-rehydrated,en:dehydrated-beverages;https://images.openfoodfacts.org/images/products/001/570/005/0026/front_en.8.400.jpg;3.0;239.8;0.143;;3.57;64.29;7.14;0.00129;3.6;0.5;20.0;D
151;Blue corn tortilla chips;;unknown;unknown;6.0;en:snacks;https://images.openfoodfacts.org/images/products/001/583/900/8219/front_en.13.400.jpg;0.0;882.4;0.071;;7.1428571428571;0.0;25.0;0.00129;7.1;0.23214285714286;3.5714285714286;C
152;Chocolate Peanut Butter Cheerios Cereal;;Cereals and potatoes;Cereals;14.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products;;2.0;1431.8;0.333;;10.0;26.67;13.33;0.015;6.7;0.633;3.33;D
153;Cheerios Cereal Singlepak;;Cereals and potatoes;Breakfast cereals;0.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals;https://images.openfoodfacts.org/images/products/001/600/011/9451/front_en.8.400.jpg;1.0;1011.154;0.235;;11.7647;5.8824;5.8824;0.02647;11.8;0.5;0.0;B
154;Honey Nut Cheerios Cereal Singlepak;;Cereals and potatoes;Breakfast cereals;12.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals;https://images.openfoodfacts.org/images/products/001/600/011/9604/front_en.11.400.jpg;1.0;881.9799999999999;0.348;;8.7;34.78;4.35;0.01565;8.7;0.565;0.0;D
155;Puffs giant size;;Cereals and potatoes;Cereals;15.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products;https://images.openfoodfacts.org/images/products/001/600/012/1256/front_en.7.400.jpg;2.0;1223.4;0.345;;6.9;31.03;10.34;0.01552;3.4;0.56056;1.2821;D
156;Puffs sweet & crunchy corn puffs;;Cereals and potatoes;Breakfast cereals;9.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:chocolate-cereals;https://images.openfoodfacts.org/images/products/001/600/012/1850/front_en.22.400.jpg;2.0;845.0;0.345;;7.69;9.0;10.26;0.01552;3.4;0.54708;0.5;C
157;Reese's Puffs Cereal;;Cereals and potatoes;Breakfast cereals;17.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals;https://images.openfoodfacts.org/images/products/001/600/012/2222/front_en.26.400.jpg;3.0;1180.4;0.885;;17.7;30.8;11.5;0.0398;8.72;1.42;1.28;D
158;Cinnamon Toast Crunch;;Cereals and potatoes;Breakfast cereals;13.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals;https://images.openfoodfacts.org/images/products/001/600/012/2543/front_en.31.400.jpg;3.0;1220.8;0.323;;3.23;29.03;9.68;0.01452;6.5;0.581;1.61;D
159;Lucky charms;;Cereals and potatoes;Breakfast cereals;14.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:puffed-grains,en:puffed-cereals;https://images.openfoodfacts.org/images/products/001/600/012/3991/front_en.55.400.jpg;5.0;881.9799999999999;0.37;1.48e-05;7.41;37.0;3.7;0.0167;7.41;0.63;0.0;D
160;Reese's Puffs Cereal;;Cereals and potatoes;Breakfast cereals;15.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals;;3.0;1375.4;0.345;;6.9;31.03;10.34;0.01552;3.4;0.552;1.72;D
161;Cinnamon almond grain free granola bars;;Sugary snacks;Biscuits and cakes;16.0;en:snacks,en:sweet-snacks,en:bars,en:cereal-bars;https://images.openfoodfacts.org/images/products/001/600/014/0318/front_en.16.400.jpg;0.0;1318.65;0.114;;14.29;17.14;48.57;0.00514;8.6;0.17416;11.43;D
162;Protein bars;;unknown;unknown;9.0;en:snacks;;4.0;1215.4;0.148;;37.04;3.7;9.26;0.00267;14.8;0.5;5.56;C
163;Lucky charms cereal cup;;Cereals and potatoes;Breakfast cereals;13.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:puffed-grains,en:puffed-cereals,en:puffed-oat;https://images.openfoodfacts.org/images/products/001/600/014/1568/front_en.20.400.jpg;5.0;1075.1799999999998;0.312;6e-06;8.33;35.42;4.17;0.01688;6.2;0.65616;0.0;D
164;Oat Crunch Cinnamon Cheerios;;Cereals and potatoes;Breakfast cereals;10.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals;https://images.openfoodfacts.org/images/products/001/600/016/0712/front_en.4.400.jpg;2.0;1380.4;0.13;4.44e-06;7.41;27.8;9.26;0.02;7.41;0.433;0.926;C
165;Betty Crocker Favorites Fudge Brownie Mix;;Sugary snacks;Biscuits and cakes;5.0;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:pastry-helpers,en:dessert-mixes,en:cake-mixes;https://images.openfoodfacts.org/images/products/001/600/019/7268/front_en.3.400.jpg;0.0;539.0;0.0;;3.85;57.69;3.85;0.00277;3.8;0.308;1.92;C
166;Crunchy granola bars;;Sugary snacks;Biscuits and cakes;11.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:sweet-snacks,en:cereals-and-their-products,en:nuts-and-their-products,en:bars,en:cereal-bars,en:nut-bars,en:peanut-bars;https://images.openfoodfacts.org/images/products/001/600/026/4793/front_en.29.400.jpg;2.0;1507.6;0.0;;9.52;26.19;19.05;0.00171;4.8;0.43544;2.38;D
167;Puffs sweet & crunchy corn puffs;;Cereals and potatoes;Cereals;15.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products;https://images.openfoodfacts.org/images/products/001/600/027/5034/front_en.19.400.jpg;2.0;1375.4;0.345;;6.9;31.03;10.34;0.01552;3.4;0.56056;1.7;D
168;General Mills Cheerios Apple Cinnamon Cereal;;Cereals and potatoes;Breakfast cereals;10.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals;;1.0;823.78;0.357;;7.14;32.14;5.36;0.01607;7.1;0.393;0.0;C
169;Lucky Charms;;Cereals and potatoes;Breakfast cereals;12.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals;https://images.openfoodfacts.org/images/products/001/600/027/5348/front_en.34.400.jpg;3.0;1047.58;0.1;4e-06;7.41;37.0;3.7;0.0045;2.0;0.17272;0.0;D
170;Crunchy Almond Oatmeal Crisp Cereal;;Cereals and potatoes;Cereals;6.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products;;2.0;1295.8;0.033;;10.0;23.33;6.67;0.015;10.0;0.208;0.83;C
171;Nature Valley Crunchy Roasted Almond Granola Bar;;Cereals and potatoes;Cereals;8.0;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products;https://images.openfoodfacts.org/images/products/001/600/028/9291/front_en.13.400.jpg;2.0;1520.0;0.0;;7.14;26.19;19.05;0.00171;4.8;0.429;2.38;C
